"id","observed.on.string","observed.on","time.observed.at","time.zone","user.id","user.login","user.name","created.at","updated.at","quality.grade","license","url","image.url","sound.url","tag.list","captive.cultivated","place.guess","latitude","longitude","positional.accuracy","private.place.guess","private.latitude","private.longitude","public.positional.accuracy","geoprivacy","taxon.geoprivacy","coordinates.obscured","positioning.method","positioning.device","species.guess","scientific.name","common.name","iconic.taxon.name","taxon.id","taxon.family.name","taxon.genus.name","taxon.species.name","listing.status"
3628747,"2004/11/01 9:09 PM EST","2004-11-01","2004-11-02 02:09:00 UTC","Eastern Time (US & Canada)",267876,"kirbyadams","","2016-07-05 22:43:46 UTC","2016-09-20 21:22:36 UTC","research","CC-BY-NC","http://www.inaturalist.org/observations/3628747","https://inaturalist-open-data.s3.amazonaws.com/photos/4191776/medium.jpg","","","false","Mt Desert, ME, USA",44.3218831294,-68.2523918152,244,NA,NA,NA,244,"","","false","","","Garden lupine","Lupinus polyphyllus","Large-leaved lupine","Plantae",59549,"Fabaceae","Lupinus","Lupinus polyphyllus","invasive/pest/disease"
3676730,"Thu Jul 14 2016 11:13:39 GMT-0400 (EDT)","2016-07-14","2016-07-14 15:13:39 UTC","Eastern Time (US & Canada)",56024,"mthester","","2016-07-14 14:14:04 UTC","2019-02-23 14:14:36 UTC","research","CC-BY-NC","http://www.inaturalist.org/observations/3676730","https://inaturalist-open-data.s3.amazonaws.com/photos/4263107/medium.jpg","","","false","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2418540921,-68.2999819145,5,NA,NA,NA,5,"","","false","","","Rugosa Rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
3702339,"Thu Jul 14 2016 06:22:33 GMT-0600 (MDT)","2016-07-14","2016-07-14 12:22:33 UTC","Mountain Time (US & Canada)",265440,"pedro9","Pedro Ramirez","2016-07-19 03:39:31 UTC","2016-10-22 18:57:26 UTC","research","","http://www.inaturalist.org/observations/3702339","https://static.inaturalist.org/photos/4297799/medium.jpg","","","false","Acadia National Park, Bar Harbor, ME, US",44.3214022721,-68.1886995136,154,NA,NA,NA,154,"","","false","","","Rugosa Rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
3704088,"Tue Jul 19 2016 12:09:54 GMT-0400 (EDT)","2016-07-19","2016-07-19 16:09:54 UTC","Eastern Time (US & Canada)",76300,"hannahwebber","","2016-07-19 16:10:49 UTC","2018-07-06 11:48:42 UTC","research","CC-BY-NC","http://www.inaturalist.org/observations/3704088","https://inaturalist-open-data.s3.amazonaws.com/photos/4315480/medium.jpeg","","","false","Acadia National Park, Winter Harbor, ME, US",44.3380339584,-68.0609446206,5,NA,NA,NA,5,"","","false","","","Common Bird's-foot Trefoil","Lotus corniculatus","bird's-foot trefoil","Plantae",47435,"Fabaceae","Lotus","Lotus corniculatus","invasive/pest/disease"
3704362,"Tue Jul 19 2016 12:10:42 GMT-0400 (EDT)","2016-07-19","2016-07-19 16:10:42 UTC","Eastern Time (US & Canada)",256924,"anastasia5","Anastasia Roy","2016-07-19 16:52:18 UTC","2018-11-22 02:13:18 UTC","research","","http://www.inaturalist.org/observations/3704362","https://static.inaturalist.org/photos/4300951/medium.jpg","","","false","Alvey Dr, Winter Harbor, ME, US",44.3376850883,-68.0610517706,305,NA,NA,NA,305,"","","false","","","bird's-foot trefoil","Lotus corniculatus","bird's-foot trefoil","Plantae",47435,"Fabaceae","Lotus","Lotus corniculatus","invasive/pest/disease"
3714794,"Thu Jul 21 2016 09:50:56 GMT-0700 (PDT)","2016-07-21","2016-07-21 16:50:56 UTC","Pacific Time (US & Canada)",275130,"justin46","Justin Jung Lee","2016-07-21 16:49:54 UTC","2019-02-03 15:47:17 UTC","research","","http://www.inaturalist.org/observations/3714794","https://static.inaturalist.org/photos/4317385/medium.jpeg","","","false","Hancock County, US-ME, US",44.3362050271,-68.0615590979,5,NA,NA,NA,5,"","","false","","","bird's-foot trefoil","Lotus corniculatus","bird's-foot trefoil","Plantae",47435,"Fabaceae","Lotus","Lotus corniculatus","invasive/pest/disease"
3714845,"Thu Jul 21 2016 12:55:47 GMT-0400 (EDT)","2016-07-21","2016-07-21 16:55:47 UTC","Eastern Time (US & Canada)",275165,"katiecon","","2016-07-21 16:56:11 UTC","2018-12-12 14:23:29 UTC","research","CC-BY-NC","http://www.inaturalist.org/observations/3714845","https://inaturalist-open-data.s3.amazonaws.com/photos/4316893/medium.jpeg","","","false","Acadia National Park, Winter Harbor, ME, US",44.3348883558,-68.0611633883,5,NA,NA,NA,5,"","","false","","","great mullein","Verbascum thapsus","great mullein","Plantae",59029,"Scrophulariaceae","Verbascum","Verbascum thapsus","invasive/pest/disease"
3729455,"2016/07/22 1:22 PM EDT","2016-07-22","2016-07-22 17:22:00 UTC","Eastern Time (US & Canada)",7580,"carrieseltzer","Carrie Seltzer","2016-07-23 14:35:07 UTC","2016-09-20 21:24:43 UTC","research","CC0","http://www.inaturalist.org/observations/3729455","https://inaturalist-open-data.s3.amazonaws.com/photos/4332083/medium.jpg","","","false","Winter Harbor, ME, USA",44.3372583333,-68.0621416667,NA,NA,NA,NA,NA,"","","false","","","Common Bird's-foot Trefoil","Lotus corniculatus","bird's-foot trefoil","Plantae",47435,"Fabaceae","Lotus","Lotus corniculatus","invasive/pest/disease"
3739866,"Tue Jul 05 2016 11:24:16 GMT-0400 (EDT)","2016-07-05","2016-07-05 15:24:16 UTC","Eastern Time (US & Canada)",255172,"nicolegallup","Nicole Gallup","2016-07-24 23:16:47 UTC","2018-11-22 02:11:20 UTC","research","CC-BY-NC","http://www.inaturalist.org/observations/3739866","https://inaturalist-open-data.s3.amazonaws.com/photos/4347697/medium.jpeg","","","false","Acadia National Park, Winter Harbor, ME, US",44.33708,-68.0602028333,NA,NA,NA,NA,NA,"","","false","","","bird's-foot trefoil","Lotus corniculatus","bird's-foot trefoil","Plantae",47435,"Fabaceae","Lotus","Lotus corniculatus","invasive/pest/disease"
3745941,"Mon Jul 25 2016 17:25:49 GMT-0400 (EDT)","2016-07-25","2016-07-25 21:25:49 UTC","Eastern Time (US & Canada)",255172,"nicolegallup","Nicole Gallup","2016-07-25 22:54:03 UTC","2016-09-20 21:28:43 UTC","research","CC-BY-NC","http://www.inaturalist.org/observations/3745941","https://inaturalist-open-data.s3.amazonaws.com/photos/4356923/medium.jpeg","","","false","Acadia National Park, Winter Harbor, ME, US",44.3356533333,-68.0596555,NA,NA,NA,NA,NA,"","","false","","","Purple Crown-vetch","Securigera varia","purple crownvetch","Plantae",127186,"Fabaceae","Securigera","Securigera varia","invasive/pest/disease"
3746726,"2016/07/24 7:06 PM EDT","2016-07-24","2016-07-24 23:06:00 UTC","Eastern Time (US & Canada)",7580,"carrieseltzer","Carrie Seltzer","2016-07-26 02:00:46 UTC","2018-08-22 15:52:26 UTC","research","CC0","http://www.inaturalist.org/observations/3746726","https://inaturalist-open-data.s3.amazonaws.com/photos/4358273/medium.jpg","","","false","Winter Harbor, ME, USA",44.3381222222,-68.0607083333,NA,NA,NA,NA,NA,"","","false","","","broad-leaved helleborine","Epipactis helleborine","Broad-leaved helleborine","Plantae",50717,"Orchidaceae","Epipactis","Epipactis helleborine","invasive/pest/disease"
3746733,"2016/07/24 8:15 PM EDT","2016-07-24","2016-07-25 00:15:00 UTC","Eastern Time (US & Canada)",7580,"carrieseltzer","Carrie Seltzer","2016-07-26 02:00:48 UTC","2017-07-03 20:35:47 UTC","research","CC0","http://www.inaturalist.org/observations/3746733","https://inaturalist-open-data.s3.amazonaws.com/photos/4358306/medium.jpg","","","false","Schoodic Point, Acadia National Park, Hancock, Maine, United States",44.3326638889,-68.0609666667,NA,NA,NA,NA,NA,"","","false","","","Bittersweet Nightshade","Solanum dulcamara","bittersweet nightshade","Plantae",55620,"Solanaceae","Solanum","Solanum dulcamara","invasive/pest/disease"
3771327,"Sat Jul 30 2016 11:03:34 GMT-0400 (EDT)","2016-07-30","2016-07-30 15:03:34 UTC","Eastern Time (US & Canada)",19034,"millerrushing","","2016-07-30 18:17:13 UTC","2017-07-03 20:35:56 UTC","research","CC-BY-NC","http://www.inaturalist.org/observations/3771327","https://inaturalist-open-data.s3.amazonaws.com/photos/4395787/medium.jpg","","","false","Acadia National Park, Winter Harbor, ME, US",44.3328127033,-68.0607240927,5,NA,NA,NA,5,"","","false","","","Bittersweet Nightshade","Solanum dulcamara","bittersweet nightshade","Plantae",55620,"Solanaceae","Solanum","Solanum dulcamara","invasive/pest/disease"
3782751,"Mon Aug 01 2016 09:33:50 GMT-0400 (EDT)","2016-08-01","2016-08-01 13:33:50 UTC","Eastern Time (US & Canada)",255172,"nicolegallup","Nicole Gallup","2016-08-01 15:13:03 UTC","2017-02-01 18:32:07 UTC","research","CC-BY-NC","http://www.inaturalist.org/observations/3782751","https://inaturalist-open-data.s3.amazonaws.com/photos/4412834/medium.jpg","","","false","Acadia National Park, Winter Harbor, ME, US",44.3378666667,-68.0602278333,NA,NA,NA,NA,NA,"","","false","","","Purple Crown-vetch","Securigera varia","purple crownvetch","Plantae",127186,"Fabaceae","Securigera","Securigera varia","invasive/pest/disease"
3925131,"June 25, 2016 09:42 AM","2016-06-25","2016-06-25 13:42:00 UTC","Eastern Time (US & Canada)",308448,"bonxie","Chris French","2016-08-20 17:09:26 UTC","2016-09-20 21:37:17 UTC","research","CC-BY-NC","http://www.inaturalist.org/observations/3925131","https://inaturalist-open-data.s3.amazonaws.com/photos/4618959/medium.jpg","","","false","acadia national park, ME",44.225305,-68.317741,47,NA,NA,NA,47,"","","false","","","Rugosa Rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
4141658,"2016/08/29 5:13 PM EDT","2016-08-29","2016-08-29 21:13:00 UTC","Eastern Time (US & Canada)",144923,"nycticorax","","2016-09-18 20:56:02 UTC","2022-04-27 22:59:37 UTC","research","CC-BY-NC","http://www.inaturalist.org/observations/4141658","https://inaturalist-open-data.s3.amazonaws.com/photos/4929506/medium.jpeg","","","false","Acadia National Park, Maine",44.338556,-68.273335,NA,NA,NA,NA,NA,"","","false","","","Bittersweet Nightshade","Solanum dulcamara","bittersweet nightshade","Plantae",55620,"Solanaceae","Solanum","Solanum dulcamara","invasive/pest/disease"
4142681,"2016/08/29 5:39 PM EDT","2016-08-29","2016-08-29 21:39:00 UTC","Eastern Time (US & Canada)",144923,"nycticorax","","2016-09-18 22:04:57 UTC","2022-04-27 22:59:37 UTC","research","CC-BY-NC","http://www.inaturalist.org/observations/4142681","https://inaturalist-open-data.s3.amazonaws.com/photos/4931151/medium.jpeg","","","false","Acadia National Park, Maine",44.338556,-68.273335,NA,NA,NA,NA,NA,"","","false","","","Rugosa Rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
4158691,"2016/06/28 11:15 AM EDT","2016-06-28","2016-06-28 15:15:00 UTC","Eastern Time (US & Canada)",12158,"erikamitchell","Erika Mitchell","2016-09-21 01:21:18 UTC","2022-11-14 03:12:06 UTC","research","CC-BY-NC","http://www.inaturalist.org/observations/4158691","https://inaturalist-open-data.s3.amazonaws.com/photos/4954028/medium.jpg","","Acadia National Park, Celastrus orbiculatus, Maine, inaturalist, oriental bittersweet","false","Trenton, ME 04605, USA",44.4267,-68.3666533333,NA,NA,NA,NA,NA,"","","false","","","Oriental Bittersweet","Celastrus orbiculatus","Oriental bittersweet","Plantae",64540,"Celastraceae","Celastrus","Celastrus orbiculatus","invasive/pest/disease"
4264819,"2016/08/29 5:06 PM EDT","2016-08-29","2016-08-29 21:06:00 UTC","Eastern Time (US & Canada)",144923,"nycticorax","","2016-10-04 01:14:26 UTC","2022-04-27 22:59:37 UTC","research","CC-BY-NC","http://www.inaturalist.org/observations/4264819","https://inaturalist-open-data.s3.amazonaws.com/photos/5105155/medium.jpeg","","","false","Acadia National Park, ME",44.338556,-68.273335,7441,NA,NA,NA,7441,"","","false","","manual","Rugosa Rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
4395107,"Wed Oct 19 2016 16:17:49 GMT-0400 (EDT)","2016-10-19","2016-10-19 20:17:49 UTC","Eastern Time (US & Canada)",353279,"gem2016","","2016-10-19 21:56:38 UTC","2018-07-16 10:45:31 UTC","research","","http://www.inaturalist.org/observations/4395107","https://static.inaturalist.org/photos/5275522/medium.jpg","","","false","Acadia National Park, Winter Harbor, ME, US",44.3384966667,-68.0538166667,NA,NA,NA,NA,NA,"","","false","","","Rugosa Rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
4505481,"Sun Oct 09 2016 10:00:09 GMT-0400 (EDT)","2016-10-09","2016-10-09 14:00:09 UTC","Eastern Time (US & Canada)",326823,"zekaplan","","2016-11-06 15:33:45 UTC","2016-12-05 07:33:29 UTC","research","CC-BY-NC","http://www.inaturalist.org/observations/4505481","https://inaturalist-open-data.s3.amazonaws.com/photos/5449021/medium.jpg","","","false","Acadia National Park, Southwest Harbor, ME, US",44.2369633333,-68.3021383333,NA,NA,NA,NA,NA,"","","false","","","Rugosa Rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
4505483,"Sun Oct 09 2016 10:00:34 GMT-0400 (EDT)","2016-10-09","2016-10-09 14:00:34 UTC","Eastern Time (US & Canada)",326823,"zekaplan","","2016-11-06 15:34:00 UTC","2016-11-15 06:01:52 UTC","research","CC-BY-NC","http://www.inaturalist.org/observations/4505483","https://inaturalist-open-data.s3.amazonaws.com/photos/5449023/medium.jpg","","","false","Acadia National Park, Southwest Harbor, ME, US",44.23695,-68.30213,NA,NA,NA,NA,NA,"","","false","","","Rugosa Rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
4571152,"Mon Nov 14 2016 12:29:23 GMT-0500 (EST)","2016-11-14","2016-11-14 17:29:23 UTC","Eastern Time (US & Canada)",367403,"jggrimme","","2016-11-14 17:31:50 UTC","2016-11-15 06:34:16 UTC","research","CC-BY-NC","http://www.inaturalist.org/observations/4571152","https://inaturalist-open-data.s3.amazonaws.com/photos/5517479/medium.jpg","","","false","acadia national park",44.338556,-68.273335,NA,NA,NA,NA,NA,"","","false","","","Rugosa Rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
4670286,"Sat Nov 26 2016 11:44:20 GMT-0500 (EST)","2016-11-26","2016-11-26 16:44:20 UTC","Eastern Time (US & Canada)",361717,"wyatt_parra","","2016-12-01 05:25:36 UTC","2017-03-01 20:07:30 UTC","research","","http://www.inaturalist.org/observations/4670286","https://static.inaturalist.org/photos/5657094/medium.jpg","","","false","Acadia National Park, Bar Harbor, ME, US",44.3208342762,-68.188910973,20,NA,NA,NA,20,"","","false","","","Rugosa Rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
4785494,"2016/10/09 9:59 AM EDT","2016-10-09","2016-10-09 13:59:00 UTC","Eastern Time (US & Canada)",326774,"juliarb","","2016-12-17 05:20:10 UTC","2017-03-01 20:04:40 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/4785494","https://inaturalist-open-data.s3.amazonaws.com/photos/5830606/medium.jpg","","","false","Southwest Harbor, ME, USA",44.2370611111,-68.3020777778,NA,NA,NA,NA,NA,"","","false","","","Rugosa Rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
6755661,"Thu Jun 22 2017 13:55:07 GMT-0400 (EDT)","2017-06-22","2017-06-22 17:55:07 UTC","Eastern Time (US & Canada)",514838,"echrist","","2017-06-22 17:55:50 UTC","2019-10-05 05:21:31 UTC","research","","https://www.inaturalist.org/observations/6755661","https://static.inaturalist.org/photos/8583687/medium.jpg","","","false","2–66 Fairview Dr, Winter Harbor, ME, US",44.3796873233,-68.0664258823,5,NA,NA,NA,5,"","","false","","","great mullein","Verbascum thapsus","great mullein","Plantae",59029,"Scrophulariaceae","Verbascum","Verbascum thapsus","invasive/pest/disease"
6810501,"Mon Jun 26 2017 09:32:53 GMT-0400 (EDT)","2017-06-26","2017-06-26 13:32:53 UTC","Eastern Time (US & Canada)",50988,"kylelima","","2017-06-26 18:15:03 UTC","2017-06-27 00:36:37 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/6810501","https://inaturalist-open-data.s3.amazonaws.com/photos/8666196/medium.jpg","","","false","Beachcroft Path Trl, Bar Harbor, ME, US",44.358485844,-68.2068665978,5,NA,NA,NA,5,"","","false","","","purple crownvetch","Securigera varia","purple crownvetch","Plantae",127186,"Fabaceae","Securigera","Securigera varia","invasive/pest/disease"
6840772,"Wed Jun 28 2017 19:28:21 GMT-0400 (EDT)","2017-06-28","2017-06-28 23:28:21 UTC","Eastern Time (US & Canada)",520006,"aplummer","","2017-06-28 23:28:37 UTC","2017-06-29 18:47:04 UTC","research","","https://www.inaturalist.org/observations/6840772","https://static.inaturalist.org/photos/8713256/medium.jpg","","","false","39–99 Jacobson Dr, Winter Harbor, ME, US",44.339287933,-68.0612671562,5,NA,NA,NA,5,"","","false","","","bird's-foot trefoil","Lotus corniculatus","bird's-foot trefoil","Plantae",47435,"Fabaceae","Lotus","Lotus corniculatus","invasive/pest/disease"
6864151,"Fri Jun 30 2017 17:32:56 GMT-0400 (EDT)","2017-06-30","2017-06-30 21:32:56 UTC","Eastern Time (US & Canada)",521185,"azhan0914","","2017-06-30 21:34:39 UTC","2017-07-05 06:59:02 UTC","research","","https://www.inaturalist.org/observations/6864151","https://static.inaturalist.org/photos/8763734/medium.jpg","","","false","2–98 Blueberry Hill Ln, Winter Harbor, ME, US",44.3387445761,-68.0454409496,5,NA,NA,NA,5,"","","false","","","Rugosa Rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
6918342,"Tue Jul 04 2017 09:16:33 GMT-0400 (EDT)","2017-07-04","2017-07-04 13:16:33 UTC","Eastern Time (US & Canada)",50988,"kylelima","","2017-07-04 17:19:12 UTC","2017-07-05 02:19:20 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/6918342","https://inaturalist-open-data.s3.amazonaws.com/photos/8833563/medium.jpg","","","false","2–66 Fairview Dr, Winter Harbor, ME, US",44.3802839601,-68.0666730222,65,NA,NA,NA,65,"","","false","","","common mullein","Verbascum thapsus","great mullein","Plantae",59029,"Scrophulariaceae","Verbascum","Verbascum thapsus","invasive/pest/disease"
6943692,"2017-07-06 1:19:11 PM EDT","2017-07-06","2017-07-06 17:19:11 UTC","Eastern Time (US & Canada)",526237,"davewright","Dave Wright","2017-07-06 17:19:34 UTC","2017-07-18 15:03:38 UTC","research","","https://www.inaturalist.org/observations/6943692","https://static.inaturalist.org/photos/8874191/medium.jpeg","","","false","Acadia National Park, Hancock County, US-ME, US",44.3796806,-68.06642417,9,NA,NA,NA,9,"","","false","gps","gps","great mullein","Verbascum thapsus","great mullein","Plantae",59029,"Scrophulariaceae","Verbascum","Verbascum thapsus","invasive/pest/disease"
7024492,"Wed Jul 12 2017 11:17:39 GMT-0400 (EDT)","2017-07-12","2017-07-12 15:17:39 UTC","Eastern Time (US & Canada)",50988,"kylelima","","2017-07-12 15:25:02 UTC","2017-07-12 15:55:46 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/7024492","https://inaturalist-open-data.s3.amazonaws.com/photos/9008061/medium.jpg","","","false","25 Jacobson Dr, Winter Harbor, ME, US",44.3377266359,-68.0600511935,5,NA,NA,NA,5,"","","false","","","Common Bird's-foot-trefoil","Lotus corniculatus","bird's-foot trefoil","Plantae",47435,"Fabaceae","Lotus","Lotus corniculatus","invasive/pest/disease"
7117383,"2017-07-18 6:10:55 PM EDT","2017-07-18","2017-07-18 22:10:55 UTC","Eastern Time (US & Canada)",514721,"happydragon","Steven","2017-07-19 15:49:38 UTC","2017-07-27 19:50:00 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/7117383","https://inaturalist-open-data.s3.amazonaws.com/photos/9154794/medium.jpeg","","","false","Wonderland Trail Southwest Harbor, ME 04679",44.22904573,-68.31277262,8,NA,NA,NA,8,"","","false","","","Rugosa Rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
